طابع زمني,1. الجنس,2. الفئة العمرية,3. مكان الإقامة الحالي,4. أعلى مستوى تعليمي,5. هل تعمل أو تدرس في مجال طبي أو صحي ؟,6. هل سبق لك استخدام الأعشاب الطبية لعلاج أي حالة صحية ؟,"7. عندما تمرض, ما الخيار الذي تلجأ إليه أولاً ؟ (يمكن الاختيار اكثر من اجابة)",8. هل تقرأ أو تسأل أو تبحث عن الأعشاب التي تريد استخدامها قبل الاستعمال ؟,9. ما العامل الأهم عند اختيارك للأعشاب ؟,10. هل شعرت أن الأعشاب كانت فعالة في علاج حالتك ؟,11. أي من الأعشاب السورية الشائعة استخدمتها أو سمعت عنها؟ (يمكن الاجابة على اكثر من اجابة),12. هل تعلم أن الأعشاب قد تتداخل مع بعض الأدوية وتسبب مشاكل صحية ؟,"13. برأيك, هل ""المنتج الطبيعي = آمن تماماً ولا يسبب أي أضرار""",14. هل اشتريت أدوية عشبية أو خلطات عشبية عبر الإنترنت ؟,15. هل تعتقد أن هناك أعشاب تباع بأسماء أخرى مختلفة عن اسمها الحقيقي (مثلاً الأقحوان بدلاً من البابونج)؟,16. هل تعتقد أن الأعشاب المطحونة قد تكون مغشوشة بإضافة مواد أخرى ؟,17. هل سبق لك استخدام أعشاب طبية بغرض التنحيف أو إنقاص الوزن ؟,18. أي من هذه الأعشاب استخدمتها للتنحيف؟(يمكن الإجابة على أكثر من خيار),19. هل تعتقد أن هناك حالات غش بمواد دوائية (مثل الملينات أو المدرات الكيميائية) في وصفات الأعشاب للتنحيف دون تصريح عنها ؟,20. هل تعتقد أن هناك حالات غش في الأعشاب وخلطات العسل المقوية باستخدام مركبات دوائية مقوية دون التصريح عنها ؟,21. هل تعتقد أن الإفراط في استخدام الأعشاب الطبية قد يسبب ضرراً للكبد أو الكلى ؟,22. كم مرة تستخدم الأعشاب الطبية *دون استشارة طبيب أو صيدلاني*,23. هل سبق أن شعرت بأي أعراض جانبية بعد استخدام أعشاب طبية ؟ (يمكن اختيار اكثر من اجابة),24. هل تعتقد أن الأعشاب آمنة بأي جرعة وليس لها أي آثار جانبية ؟,25. هل تعتقد أن هناك توابل وبهارات شائعة لها أضرار عند استخدامها بجرعات عالية؟,26. هل تعلم أو سمعت بوجود أعشاب طبية منشطة أو مهدئة للجهاز العصبي قد تسبب الإدمان أو الاعتماد عليها عند الاستخدام المطول ؟,"27. برأيك , هل يمكن لبعض الأعشاب المهدئة أو المنشطة أن تسبب اعتماداً نفسياً أو جسدياً مشابه للأدوية الكيميائية ؟","28. برأيك , ماهو السبب الرئيسي لانتشار الوصفات العشبية الخاطئة أو الخطرة على وسائل التواصل الاجتماعي ؟ (يمكن اختيار اكثر من اجابة)","29. إذا تم تطوير *تطبيق ذكي مجاني باللغة العربية* يعمل كمساعد منزلي يقدم معلومات علمية موثوقة عن الأعشاب السورية , هل ستستخدمه؟",30. هل لديك أي اقتراحات أو ملاحظات إضافية حول  استخدام الأعشاب الطبية في سوريا ؟
2026-04-20 13:46:52.619,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق بشدة,لا,لا أعرف,نعم,نعم (انتقل إلى السؤال 18),"العشرق, الشاي الأخضر",ربما,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-20 16:08:46.649,أنثى,أكثر من 50 سنة,اوروبا,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,أوافق بشدة,نعم,نعم,نعم,لا,"الشاي الأخضر, أعشاب بحرية",نعم,لا أعرف,نعم بالتأكيد,دائماً,دوخة,لا,لا,"لا , لم أسمع بهذا من قبل",لا أعرف,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,لا
2026-04-20 16:14:38.673,ذكر,18-25 سنة,اللاذقية,ثانوية,لا,نادرا,الأدوية من الصيدلية,أحياناً,الجودة,لم تكن فعالة,البابونج,نعم,لا أوافق,لا,نعم,نعم بشدة,لا,,لا أعرف,نعم بشدة,نعم بالتأكيد,أبداً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,لا,"الحرص على المراقبة و الفحص المستمر للتأكد من جودة المكونات في المنتجات
و إجراء فحوصات دورية للتأكد من تطابق المكونات المكتوبة على العلبة مع المكونات الموجودة داخلها"
2026-04-20 16:17:06.229,أنثى,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"لا , ابدا","الأدوية من الصيدلية, زيارة الطبيب",أحياناً,الجودة,لا أعلم,"اليانسون, البابونج, أوراق الزيتون",نعم,أوافق,لا,لا أعرف,ربما,لا,الشاي الأخضر,لا أعرف,لا أعرف,ربما,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,ضمان المصداقية لتحقيق الثقة بالمنتج
2026-04-20 16:20:26.864,أنثى,36-50 سنة,اللاذقية,دراسات عليا,لا,"لا , ابدا",زيارة الطبيب,أبداً,نصيحة شخص آخر,لا أعلم,البابونج,نعم,أوافق,لا,لا أعرف,ربما,لا,الشاي الأخضر,ربما,ربما,ربما,نادراً,لم أشعر بأي أعراض,ربما,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,انتشار الموروث الشعبي الخاطئ,ربما,ليس لدي
2026-04-20 16:23:19.567,أنثى,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, النعناع",نعم,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا أعرف,لا أعرف,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,كل ما سبق,ربما,
2026-04-20 17:23:34.252,أنثى,أكثر من 50 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",زيارة الطبيب,أحياناً,نصيحة شخص آخر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,محايد,لا,لا أعرف,نعم,نعم (انتقل إلى السؤال 18),"الشاي الأخضر, ",ربما,ربما,لا أعرف,غالباً,لم أشعر بأي أعراض,لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,لا يوجد
2026-04-20 19:56:36.036,أنثى,36-50 سنة,بريطانيا ,دراسات عليا,لا,نادرا,زيارة الطبيب,نادراً,الثقة بالمصدر,إلى حد ما,إكليل الجبل,نعم,لا أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,ربما,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,انتشار الموروث الشعبي الخاطئ,لا,لا
2026-04-20 20:37:00.011,أنثى,18-25 سنة,السعودية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق بشدة,لا,نعم,نعم,لا,,نعم بشدة,نعم بشدة,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,ربما,
2026-04-20 20:43:12.600,أنثى,26-35 سنة,المملكة العربية السعودية,ثانوية,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",دائماً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم بشدة,نعم,ربما,أحياناً,"تقلصات أو آلام في البطن, إسهال",لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",ربما,
2026-04-20 20:43:49.825,أنثى,26-35 سنة,آلسعوديه ,ثانوية,لا,"نعم , احيانا","الأدوية من الصيدلية, زيارة الطبيب",دائماً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي, أوراق الزيتون",نعم,لا أوافق بشدة,لا,نعم,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم,نعم,نعم بالتأكيد,نادراً,"تقلصات أو آلام في البطن, إسهال, غثيان أو قيء",لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر",لا,لا في اعشاب امنه مثل البابونج اليانسون النعناع 
2026-04-20 20:47:09.669,أنثى,18-25 سنة,السعوديه,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,نصيحة شخص آخر,إلى حد ما,"اليانسون, البابونج, النعناع",لا,محايد,لا,لا أعرف,ربما,لا,الشاي الأخضر,لا أعرف,نعم,ربما,أحياناً,لم أشعر بأي أعراض,ربما,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,
2026-04-20 20:48:25.185,ذكر,18-25 سنة,خارج سوريا (يرجى تحديد البلد),بكالوريوس,لا,"نعم , احيانا","الأدوية من الصيدلية, زيارة الطبيب",دائماً,الثقة بالمصدر,إلى حد ما,اليانسون,نعم,محايد,لا,لا,نعم بشدة,لا,,نعم بشدة,نعم بشدة,نعم بالتأكيد,نادراً,"دوخة, ",لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,ربما,لا
2026-04-20 20:51:25.745,أنثى,36-50 سنة,السعوديه,ثانوية,لا,نادرا,الأدوية من الصيدلية,دائماً,الشهرة/التجربة,لا أعلم,البابونج,لا,أوافق,لا,نعم,ربما,لا,,لا أعرف,لا أعرف,ربما,أبداً,لم أشعر بأي أعراض,لا أعرف,نعم,"لا , لم أسمع بهذا من قبل",لا أعرف,عدم وعي المستخدمين بالمخاطر,لا,لا
2026-04-20 20:55:07.469,أنثى,36-50 سنة,السعوديه,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,إلى حد ما,"اليانسون, البابونج, النعناع, الكمون",نعم,أوافق,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),"الشاي الأخضر, بذور الكتان",ربما,ربما,ربما,نادراً,"تقلصات أو آلام في البطن, إسهال, غثيان أو قيء",لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-20 20:56:04.522,ذكر,18-25 سنة,المملكة العربية السعودية ,بكالوريوس,نعم,"نعم , بانتظام",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,"الزعتر السوري, اليانسون, البابونج, النعناع",لا,أوافق بشدة,نعم,لا أعرف,ربما,لا,ما قد جربت,لا أعرف,نعم,ربما,دائماً,"تقلصات أو آلام في البطن, إسهال, غثيان أو قيء, بس الحالات نادره تجيني",لا أعرف,لا أعرف,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعرف,"عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,بشكل عام بخصوص الأعشاب الطبيعية ما نستقدم الا المشهوره زي البابونج و الكمون والزنجبيل وغيرها وشكراً 
2026-04-20 22:12:36.645,أنثى,26-35 سنة,اللاذقية,دراسات عليا,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,لا أعرف,نعم,لا,الشاي الأخضر,نعم,نعم,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعتقد ذلك,انتشار الموروث الشعبي الخاطئ,ربما,حاليا لا
2026-04-20 22:21:44.561,أنثى,18-25 سنة,إدلب,ثانوية,لا,نادرا,الأدوية من الصيدلية,دائماً,الشهرة/التجربة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",لا,محايد,لا,نعم,نعم,لا,,ربما,ربما,نعم بالتأكيد,دائماً,التهاب بالبلعوم,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,أن يكون هناك طبيب أعشاب لكل سوريا ، ينشر معلومات موثوقة عن الأعشاب و نَطَّلع عليها
2026-04-20 23:56:05.975,أنثى,26-35 سنة,اللاذقية,دراسات عليا,لا,نادرا,الأدوية من الصيدلية,أحياناً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, البابونج, النعناع",نعم,محايد,لا,لا أعرف,ربما,لا,الشاي الأخضر,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,
2026-04-21 00:40:17.301,أنثى,26-35 سنة,السعوديه,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,البابونج,نعم,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل","نعم , بالتأكيد","عدم وعي المستخدمين بالمخاطر, كل ما سبق",ربما,
2026-04-21 05:34:25.430,ذكر,أكثر من 50 سنة,اللاذقية,ثانوية,نعم,نادرا,زيارة الطبيب,أحياناً,الجودة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",لا,أوافق,لا,لا أعرف,نعم,لا,القهوة الخضراء,نعم,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,ربما,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,ربما في حالات الاستخدام الطويل,عدم وعي المستخدمين بالمخاطر,نعم بالتأكيد,
2026-04-21 13:25:31.954,ذكر,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , بانتظام",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,البابونج,نعم,أوافق بشدة,نعم,نعم,نعم بشدة,لا,,ربما,نعم بشدة,نعم بالتأكيد,أحياناً,إسهال,ربما,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد","قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,
2026-04-21 13:52:01.395,أنثى,26-35 سنة,دمشق,ثانوية,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,نصيحة شخص آخر,إلى حد ما,"البابونج, النعناع",نعم,أوافق,لا,نعم,ربما,لا,,ربما,ربما,لا (لأنها طبيعية),دائماً,تقلصات أو آلام في البطن,ربما,نعم,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,
2026-04-21 14:48:05.212,ذكر,أكثر من 50 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الشهرة/التجربة,إلى حد ما,زهورات مشكلة,نعم,أوافق,لا,نعم,نعم بشدة,لا,,نعم,نعم,ربما,دائماً,لم أشعر بأي أعراض,ربما,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,ربما في حالات الاستخدام الطويل,قلة الرقابة على المحتوى,نعم بالتأكيد,عالأغلب بيئتنا موجود فيها أعشاب متنوعة وأغلب الأهالي القدماء علموا أولادهم وتعلموا أيضآ على استخدام الأعشاب الماسبة بالوقت المناسب طبعآ
